11:04:49.873[][] dist [restartedMain] INFO  com.qdu.buy.DistWebApplication - The following profiles are active: dev
11:07:25.655[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.660[][] dist [http-nio-8081-exec-3] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.662[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.662[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.667[][] dist [http-nio-8081-exec-9] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.669[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.670[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.673[][] dist [http-nio-8081-exec-10] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.674[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.674[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.678[][] dist [http-nio-8081-exec-4] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.680[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.680[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.690[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.692[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.692[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.696[][] dist [http-nio-8081-exec-7] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.697[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.697[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.706[][] dist [http-nio-8081-exec-7] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.708[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.708[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.712[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.713[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.713[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.717[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.718[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.718[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.721[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.722[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.722[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.727[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.728[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.729[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.733[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.734[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.734[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.739[][] dist [http-nio-8081-exec-3] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.741[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.742[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.745[][] dist [http-nio-8081-exec-9] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.746[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.746[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.750[][] dist [http-nio-8081-exec-10] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.751[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.751[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.755[][] dist [http-nio-8081-exec-10] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.756[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.756[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.759[][] dist [http-nio-8081-exec-4] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.760[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.760[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.766[][] dist [http-nio-8081-exec-4] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.768[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.769[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.771[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.772[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.772[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.775[][] dist [http-nio-8081-exec-7] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.776[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.776[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.784[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.785[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.785[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.789[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.790[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.790[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.794[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.795[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.795[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.825[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.826[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.826[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.830[][] dist [http-nio-8081-exec-3] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.831[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.831[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.835[][] dist [http-nio-8081-exec-9] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.836[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.836[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.839[][] dist [http-nio-8081-exec-10] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.840[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.840[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.844[][] dist [http-nio-8081-exec-4] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.845[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.845[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.849[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.850[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.850[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.854[][] dist [http-nio-8081-exec-7] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.856[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.856[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.859[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.860[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.860[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.863[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.864[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.864[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.868[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.869[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.869[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.872[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.872[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.872[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.875[][] dist [http-nio-8081-exec-3] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.875[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.875[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.877[][] dist [http-nio-8081-exec-9] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.878[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.878[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.881[][] dist [http-nio-8081-exec-10] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.881[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.881[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.884[][] dist [http-nio-8081-exec-4] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.885[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.885[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.887[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.888[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.888[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.890[][] dist [http-nio-8081-exec-7] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.890[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.890[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:30.893[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:30.893[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:30.893[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:37:10.090[][] dist [restartedMain] INFO  com.qdu.buy.DistWebApplication - The following profiles are active: dev
11:37:10.118[][] dist [restartedMain] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@44348226: startup date [Sat Mar 24 11:37:10 GMT+08:00 2018]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@48cf41bd
11:37:11.986[][] dist [restartedMain] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'managementServletContext' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.actuate.autoconfigure.EndpointWebMvcHypermediaManagementContextConfiguration; factoryMethodName=managementServletContext; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/actuate/autoconfigure/EndpointWebMvcHypermediaManagementContextConfiguration.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfiguration; factoryMethodName=managementServletContext; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/actuate/autoconfigure/EndpointWebMvcAutoConfiguration.class]]
11:37:12.036[][] dist [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
11:37:12.254[][] dist [restartedMain] WARN  o.s.c.a.ConfigurationClassPostProcessor - Cannot enhance @Configuration bean definition 'refreshScope' since its singleton instance has been created too early. The typical cause is a non-static @Bean method with a BeanDefinitionRegistryPostProcessor return type: Consider declaring such methods as 'static'.
11:37:12.532[][] dist [restartedMain] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=6b061705-6547-30a3-8087-2ae02a7b2a22
11:37:12.552[][] dist [restartedMain] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
11:37:12.816[][] dist [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$6898c3c8] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
